REGION,COMUNA,ZONA,SEXO,EDAD,P52_1,P52_2,P52_3,P52_4,P52_5,P52_6,P52_7,P52_8,GSE,P38,P42
8,65,1,1,22,5,6,2,3,5,6,2,6,4,2,3
8,65,1,1,22,1,1,2,1,6,1,2,1,5,2,1
8,65,1,1,21,4,4,5,5,10,5,4,3,4,2,1
8,65,1,1,21,3,4,4,1,6,2,2,2,5,2,1
8,65,1,1,27,1,2,1,1,1,1,1,1,5,2,99
8,65,1,2,29,1,99,99,99,99,99,99,99,4,2,99
8,65,1,1,19,1,1,2,1,3,1,1,1,5,2,3
8,65,1,1,15,1,1,2,1,3,1,1,2,4,1,3
8,65,1,1,23,1,1,2,1,1,1,1,1,4,2,1
8,65,1,1,18,2,3,1,2,7,4,3,4,3,2,2
8,65,1,1,26,3,3,4,3,1,2,4,3,4,2,3
8,65,1,1,27,1,1,1,1,8,1,5,5,2,2,1
8,65,1,1,17,1,3,5,3,6,5,4,6,3,2,3
8,65,1,2,25,1,1,2,1,4,5,6,3,2,2,1
8,65,1,2,20,4,4,5,4,5,5,3,3,3,2,1
15,139,1,1,22,2,1,3,3,4,3,4,5,3,2,3
15,139,1,2,22,5,8,5,6,5,9,8,4,4,2,99
15,139,1,2,24,1,3,1,1,3,3,3,1,3,2,1
15,139,1,2,25,2,2,5,2,4,3,3,4,3,2,1
15,139,1,2,15,4,6,4,2,10,7,5,10,3,1,99
15,139,1,1,27,3,2,2,5,4,10,4,3,3,2,1
15,139,1,2,15,1,1,3,1,7,5,5,5,4,1,1
15,139,1,2,16,5,4,4,4,5,5,6,5,4,1,2
15,139,1,2,17,1,1,1,1,3,4,4,2,3,1,1
15,139,1,1,26,3,3,4,3,7,6,7,5,4,2,99
15,139,1,1,28,4,6,6,4,5,6,6,6,2,2,2
15,139,1,2,18,1,1,3,1,10,2,6,5,4,2,2
15,139,1,1,17,4,4,4,4,4,4,4,4,1,1,1
11,89,1,2,16,3,5,5,4,8,6,6,6,4,1,1
11,89,1,2,23,4,5,6,3,8,5,7,6,5,2,3
13,126,1,2,18,1,1,1,1,1,1,1,2,4,2,1
13,126,1,1,18,5,4,6,5,2,4,4,5,4,2,99
13,126,1,1,19,1,1,1,1,1,1,1,1,4,2,1
13,126,1,2,29,7,5,5,2,10,2,4,4,4,2,99
13,126,1,2,20,5,2,4,3,5,8,4,2,3,2,1
13,126,1,1,18,5,4,5,5,5,4,5,1,3,1,3
13,126,1,2,16,1,2,5,2,8,2,8,8,4,2,2
13,126,1,2,26,2,1,1,1,5,1,2,1,2,2,2
11,89,1,1,16,3,6,5,5,6,5,5,3,3,1,3
11,89,1,1,15,3,3,4,3,5,3,4,5,1,1,1
11,89,1,1,22,3,5,6,5,6,5,8,2,3,2,2
11,89,1,2,26,2,2,2,2,2,2,3,3,3,2,3
11,89,1,1,25,1,1,5,1,7,2,4,10,3,2,3
11,89,1,2,23,1,1,1,1,1,1,1,1,3,2,3
11,89,1,2,27,3,3,4,2,8,3,8,2,5,2,1
11,89,1,2,26,5,5,5,5,8,6,5,5,3,2,1
11,89,1,1,20,1,1,4,1,3,3,2,4,3,2,1
9,73,1,2,26,4,4,4,4,4,5,4,4,1,2,2
9,73,1,2,25,2,1,3,2,6,5,7,6,2,2,1
9,73,1,2,29,5,5,5,5,5,5,5,5,2,2,2
11,89,1,2,25,1,1,1,1,5,1,8,2,2,2,2
13,96,1,2,23,3,5,5,5,7,10,3,3,2,2,1
13,96,1,1,26,4,4,7,4,6,5,5,5,2,2,1
13,96,1,1,24,1,1,8,3,8,4,5,7,2,2,2
13,96,1,1,15,5,6,7,5,7,4,7,4,1,1,1
13,96,1,2,18,4,5,5,6,6,5,5,5,1,2,1
13,96,1,1,21,3,2,6,3,7,4,6,5,2,2,3
5,24,1,1,27,3,3,3,3,5,5,5,4,2,2,99
3,10,1,1,16,4,2,2,2,6,4,9,7,4,1,99
3,10,1,1,17,2,2,2,4,9,5,9,9,3,2,99
3,10,1,1,16,4,4,8,8,9,8,8,8,3,2,99
3,10,1,2,25,2,4,2,2,2,2,2,2,3,2,3
3,10,1,2,20,2,4,2,2,8,8,8,8,4,2,99
3,10,1,1,17,2,2,2,2,9,9,9,9,4,2,99
8,65,1,2,24,5,6,6,5,7,5,5,5,3,2,2
8,65,1,2,16,7,7,7,6,10,7,8,7,4,1,99
8,65,1,2,25,7,8,8,8,10,10,3,7,3,2,1
8,65,1,2,23,3,3,4,4,6,4,6,10,2,2,1
8,65,1,2,20,7,7,8,7,8,7,8,5,3,2,3
3,10,1,2,25,2,2,2,2,9,9,8,9,4,2,3
3,10,1,2,18,2,2,2,2,9,7,9,9,4,1,3
3,10,1,1,23,2,2,2,4,8,6,9,8,4,2,3
3,10,1,2,20,2,2,2,2,9,9,9,8,3,2,3
3,10,1,1,19,2,2,2,2,9,8,8,5,4,2,3
8,60,1,2,24,1,4,2,1,6,7,4,7,4,2,3
8,60,1,2,20,1,2,2,1,4,2,7,99,3,2,99
8,60,1,1,15,99,10,99,5,5,10,7,4,4,1,99
8,60,1,1,15,1,3,4,1,7,3,4,5,4,1,99
8,60,1,1,25,1,1,1,1,1,1,1,1,2,2,3
8,60,1,1,22,2,2,2,1,8,10,7,10,2,2,3
8,60,1,1,26,1,1,1,1,1,1,4,1,2,2,3
8,60,1,1,26,1,1,1,1,10,9,4,1,2,2,3
8,60,1,1,22,4,6,3,4,7,99,5,6,3,2,3
8,60,1,2,24,1,1,1,1,10,9,7,10,3,2,99
3,10,1,1,26,3,2,2,2,8,4,9,7,3,2,3
3,10,1,1,21,4,2,2,2,8,7,9,8,5,2,3
3,10,1,1,25,4,3,3,2,4,4,8,8,4,2,3
3,10,1,1,17,2,2,3,3,6,4,8,8,4,1,99
3,10,1,2,17,2,2,1,1,8,7,9,8,4,2,99
3,10,1,2,29,2,2,2,2,8,5,8,8,3,2,3
8,68,1,2,20,5,5,6,5,7,1,5,6,3,2,1
8,68,1,2,24,2,2,5,5,10,5,5,6,3,2,1
8,68,1,1,18,5,8,8,5,8,5,7,7,4,2,99
8,68,1,1,25,1,3,3,3,5,4,4,7,1,2,3
8,68,1,1,23,3,5,3,3,3,7,8,7,3,1,2
3,10,1,2,20,1,1,1,1,9,6,9,9,3,2,3
3,10,1,1,22,2,2,2,2,5,5,3,2,3,2,3
3,10,1,2,22,2,2,2,2,4,2,8,4,3,2,3
3,10,1,2,17,4,2,2,4,8,8,9,9,4,1,99
3,10,1,2,24,2,2,2,2,8,6,8,9,3,2,3
3,10,1,1,16,5,5,4,4,9,9,10,9,4,1,99
8,65,1,2,27,4,4,4,3,6,4,6,4,4,2,99
8,65,1,2,17,4,4,4,3,6,4,6,4,3,1,99
8,65,1,2,25,4,3,4,5,6,4,6,1,2,2,1
8,65,1,1,23,6,5,5,4,8,6,6,5,3,2,1
8,65,1,2,22,4,4,4,4,2,4,6,5,3,2,1
8,65,1,1,21,5,5,5,5,5,5,6,5,3,2,1
8,65,1,1,22,3,3,5,4,8,8,7,5,4,2,99
8,65,1,2,17,7,6,4,3,8,7,2,1,2,2,1
8,65,1,2,25,1,1,3,3,5,4,3,5,3,2,1
8,65,1,2,22,1,2,2,2,8,1,9,7,4,2,1
8,65,1,1,25,5,7,8,3,9,7,4,5,3,2,2
14,136,1,2,17,5,4,4,4,4,3,5,4,2,1,3
14,136,1,2,19,1,1,3,1,8,1,4,3,2,2,2
14,136,1,2,20,5,4,7,3,10,6,7,10,2,2,1
14,136,1,2,28,1,1,1,1,1,1,1,1,2,2,1
14,136,1,1,19,4,4,4,4,9,4,5,5,3,2,1
14,136,1,1,15,2,2,2,2,5,5,2,1,2,1,2
8,65,1,2,21,1,2,3,1,3,1,2,1,3,2,99
8,65,1,2,29,1,3,3,1,6,2,2,5,3,2,1
8,65,1,1,25,3,4,4,3,7,5,5,6,3,2,1
8,65,1,2,15,1,1,1,1,2,3,4,6,4,1,3
8,65,1,1,19,3,3,4,2,7,4,3,2,1,2,3
8,65,1,1,25,2,3,4,1,7,9,3,6,1,2,1
8,65,1,2,15,5,5,7,5,7,5,6,2,3,1,99
8,65,1,1,23,3,2,5,3,5,6,3,2,3,2,3
8,65,1,2,19,2,4,4,2,8,3,8,6,5,2,3
8,65,1,2,20,2,2,5,1,8,5,6,1,4,2,99
8,65,1,1,23,3,5,4,4,7,5,4,3,2,2,99
8,65,1,1,24,1,5,5,3,6,5,1,4,4,2,1
8,65,1,1,28,6,8,4,2,9,4,8,6,1,2,1
3,9,1,2,15,1,2,1,1,2,1,1,2,2,1,1
3,9,1,2,18,3,5,5,3,6,4,5,4,2,2,1
3,9,1,1,20,1,1,1,1,1,3,1,2,3,2,1
3,9,1,2,15,5,10,5,5,5,10,8,10,3,1,3
3,9,1,2,17,1,2,1,1,5,4,5,4,4,2,2
3,9,1,1,22,5,5,3,5,6,4,7,6,4,2,2
6,44,1,1,26,5,5,5,4,9,5,4,5,4,2,2
6,44,1,2,15,1,3,2,2,2,2,4,2,4,1,2
6,44,1,1,17,4,4,4,4,6,4,4,2,2,2,1
6,44,1,1,16,2,4,4,3,5,4,5,3,3,1,1
6,44,1,1,26,1,1,1,1,1,1,1,1,3,2,3
6,44,1,2,27,1,1,1,1,7,1,4,1,4,2,3
8,68,1,2,27,2,5,5,2,5,5,5,7,2,2,3
8,68,1,2,19,3,3,3,3,4,4,3,3,3,1,3
8,68,1,2,23,10,10,10,10,10,10,10,10,4,2,1
8,68,1,2,29,3,3,3,3,3,4,4,6,3,2,3
8,68,1,2,25,3,3,3,3,7,7,8,10,3,2,3
8,68,1,1,29,1,3,1,1,3,1,5,1,3,2,2
8,68,1,1,23,4,4,4,4,4,4,4,4,4,2,1
8,68,1,2,26,1,3,2,1,8,2,7,2,4,2,3
8,68,1,1,15,6,6,7,5,7,7,7,7,4,1,99
8,68,1,1,20,4,3,4,2,5,5,6,6,4,2,99
8,68,1,1,18,4,5,4,4,4,5,4,4,4,1,1
8,68,1,2,16,2,2,1,3,5,2,2,5,4,1,1
6,38,1,2,22,5,10,5,10,10,10,5,10,3,2,3
6,38,1,1,16,5,7,7,6,8,8,6,7,3,1,99
6,38,1,1,25,5,4,4,3,4,2,6,2,3,2,1
6,38,1,2,19,1,2,3,2,6,4,4,6,3,2,2
6,38,1,2,19,1,1,1,1,6,2,4,1,3,1,3
6,38,1,1,24,1,2,4,2,5,7,7,7,5,2,3
6,38,1,1,26,3,5,5,4,7,7,9,2,5,2,3
6,38,1,1,16,5,4,4,3,6,5,5,6,3,1,1
6,38,1,2,17,3,2,3,2,5,4,6,2,3,1,2
6,38,1,1,15,5,5,5,5,5,5,4,5,4,1,1
8,60,1,2,27,5,7,5,5,6,5,6,6,4,2,2
8,60,1,1,25,2,3,4,1,4,2,4,4,3,2,3
8,60,1,1,26,1,1,3,1,2,1,3,6,5,2,3
8,60,1,1,21,1,4,4,1,10,2,4,3,4,2,2
8,60,1,1,17,4,2,3,4,4,4,3,4,4,2,99
6,38,1,1,15,2,2,2,2,5,5,5,5,3,1,2
6,38,1,2,19,1,1,1,1,1,1,1,1,4,2,3
6,38,1,1,24,5,5,4,4,4,4,5,4,5,2,99
3,10,1,1,18,2,2,2,2,8,7,9,9,3,2,3
3,10,1,2,17,4,4,3,4,8,8,8,9,4,1,99
3,10,1,2,17,7,7,4,6,9,6,9,9,4,1,99
3,10,1,2,16,7,6,9,8,9,8,9,9,4,1,99
3,10,1,2,18,2,2,2,2,9,7,9,9,5,2,99
3,10,1,1,18,2,4,2,2,9,5,9,9,4,1,99
6,38,1,2,24,2,3,5,1,5,2,2,1,2,2,2
6,38,1,1,19,5,5,6,5,1,8,5,5,4,2,1
6,38,1,2,27,2,4,5,2,7,5,5,5,3,2,99
6,38,1,2,16,1,2,2,2,4,2,3,3,3,1,99
6,38,1,1,17,4,4,4,4,4,5,5,4,4,1,1
6,38,1,2,27,1,2,2,1,5,2,1,3,3,2,1
6,38,1,1,16,3,4,4,4,7,3,3,7,3,1,2
6,38,1,1,16,3,5,6,4,6,6,7,7,2,1,3
6,38,1,2,23,4,4,5,5,6,5,5,5,2,2,1
8,60,1,1,24,3,3,3,3,5,7,1,7,4,2,3
8,60,1,1,20,1,2,4,2,5,2,5,5,4,2,1
8,60,1,2,28,3,3,3,4,6,5,6,5,4,2,99
8,60,1,2,19,4,3,5,4,4,3,5,6,4,2,1
8,60,1,2,19,2,1,4,2,4,2,5,5,4,2,1
8,60,1,1,22,1,1,1,1,10,1,1,2,3,2,3
8,65,1,2,29,1,1,1,1,4,1,5,1,3,2,2
8,65,1,1,25,1,4,3,1,7,1,7,1,2,2,99
8,65,1,2,16,1,2,1,1,5,1,5,1,3,1,99
8,65,1,1,26,1,1,1,1,6,1,6,3,4,2,3
8,65,1,1,22,1,3,1,1,6,1,4,1,4,2,1
8,65,1,2,22,1,1,1,1,6,1,5,1,2,2,99
8,60,1,1,16,3,4,5,2,10,4,5,7,5,1,99
8,60,1,1,19,7,5,5,5,5,4,5,8,3,2,3
8,60,1,2,22,1,1,1,1,5,1,1,1,2,2,3
8,60,1,1,16,3,2,3,2,2,4,3,4,4,1,3
8,60,1,2,19,4,2,4,2,6,4,5,5,3,2,2
8,60,1,2,18,99,99,3,99,10,5,4,7,4,1,3
8,65,1,1,25,5,7,7,5,8,7,5,5,1,2,99
8,65,1,2,26,2,3,4,2,9,4,6,6,2,2,3
8,65,1,1,20,1,3,3,3,6,6,3,1,3,2,1
8,65,1,2,22,3,5,4,3,6,3,6,5,2,2,1
8,65,1,2,19,2,6,2,2,8,2,6,2,2,2,3
8,65,1,1,25,2,2,2,2,7,5,3,2,2,2,1
13,124,1,2,17,1,1,2,2,1,1,1,2,3,1,99
13,124,1,2,15,1,1,1,1,2,2,5,1,4,1,2
13,124,1,2,23,4,2,2,2,5,2,2,2,4,2,1
13,124,1,1,17,3,2,4,5,4,2,2,3,4,1,2
13,124,1,1,27,5,5,4,3,4,5,5,4,4,2,3
13,124,1,2,19,5,2,6,6,6,6,5,6,3,2,2
13,126,1,1,18,1,1,1,1,5,1,5,1,3,1,1
13,126,1,2,27,1,5,5,1,5,5,5,5,3,2,1
13,126,1,1,27,1,1,1,1,5,1,1,6,4,2,1
13,126,1,2,25,1,1,1,1,5,1,1,5,3,2,1
13,126,1,2,19,5,5,5,5,5,5,5,5,4,2,1
13,126,1,1,22,2,5,5,2,5,5,5,5,2,2,1
13,126,1,2,20,5,1,1,1,6,1,1,1,4,2,1
13,126,1,1,29,5,5,5,5,1,5,5,1,2,2,1
13,126,1,1,18,5,4,5,4,5,5,4,5,4,2,3
13,126,1,1,16,4,5,6,4,8,3,4,1,4,1,1
13,126,1,1,26,99,99,99,99,99,99,99,99,4,2,99
13,126,1,1,20,2,1,1,1,5,1,1,1,4,2,99
13,129,1,2,22,3,5,6,6,5,4,4,3,4,2,99
13,129,1,2,29,6,6,5,7,9,7,7,6,3,2,1
13,129,1,1,27,4,3,3,5,6,6,6,5,4,2,3
13,129,1,1,20,6,6,5,6,8,6,6,7,3,2,2
13,129,1,2,17,5,4,4,5,6,6,6,5,3,1,99
13,129,1,2,29,6,6,5,4,4,7,9,7,4,2,3
3,10,1,2,17,2,2,2,2,2,2,2,2,3,2,99
3,10,1,1,19,4,4,4,4,8,7,8,8,3,2,3
3,10,1,1,15,2,2,2,2,9,6,8,8,4,1,99
3,10,1,1,15,4,2,2,2,3,4,5,4,4,2,99
3,10,1,2,17,4,4,2,2,7,2,4,4,5,1,3
3,10,1,2,16,2,2,2,2,2,2,2,2,4,1,99
3,10,1,2,20,2,2,2,2,2,2,2,2,4,2,99
3,10,1,2,21,4,4,3,3,3,3,3,3,5,1,3
3,10,1,2,24,2,2,2,2,9,2,2,2,4,2,3
3,10,1,1,22,2,2,2,2,9,2,2,2,4,2,99
3,9,1,1,22,1,3,2,2,1,2,1,4,2,2,2
3,9,1,2,15,2,4,1,1,6,6,6,5,4,2,99
3,9,1,2,26,3,2,2,1,7,7,7,9,3,2,2
3,9,1,2,22,5,5,1,1,5,5,7,1,4,2,99
3,9,1,2,15,1,1,1,1,5,1,4,1,3,1,1
3,9,1,1,18,4,5,3,5,5,4,6,6,3,2,3
3,9,1,2,22,1,1,1,1,7,1,5,5,3,2,3
3,9,1,2,19,5,5,3,3,7,7,7,5,3,2,2
3,9,1,2,27,5,5,2,2,7,6,6,4,3,2,99
3,9,1,1,18,1,5,2,1,7,5,8,1,3,2,99
3,9,1,2,22,1,1,1,1,4,1,4,1,1,2,3
3,9,1,2,16,1,1,1,1,4,1,4,1,4,1,2
3,10,1,2,16,2,2,2,2,9,7,9,9,2,1,99
3,10,1,1,15,2,2,2,2,2,4,4,5,3,1,99
3,10,1,2,27,99,2,2,2,8,2,2,2,3,2,3
3,10,1,2,20,3,3,3,3,8,8,8,9,4,2,3
3,10,1,1,17,8,4,4,8,8,8,8,8,3,1,3
3,10,1,2,20,2,2,2,2,4,4,6,3,3,2,3
3,10,1,2,17,99,99,99,99,99,99,99,99,3,1,99
3,10,1,2,23,4,4,2,3,9,8,9,9,4,1,3
3,10,1,2,19,2,2,2,1,5,5,1,8,3,2,3
3,10,1,2,22,3,2,4,2,8,8,9,8,3,2,2
3,10,1,2,16,4,4,3,3,8,8,8,8,4,1,99
3,10,1,1,16,2,2,4,4,4,2,2,5,4,1,99
3,9,1,2,18,4,2,2,4,9,4,8,8,4,1,1
3,9,1,2,29,4,2,2,4,8,4,7,7,3,2,3
3,9,1,2,25,4,4,2,6,9,6,5,6,3,2,3
3,9,1,1,15,5,5,4,5,8,8,6,6,3,1,99
3,9,1,2,16,2,4,2,4,8,8,7,8,2,2,99
3,9,1,2,26,2,2,2,2,8,4,8,4,2,2,3
3,9,1,2,22,1,6,4,1,7,1,7,1,4,2,1
3,9,1,1,27,1,1,1,1,5,1,7,1,2,2,2
3,9,1,1,16,1,1,1,1,1,1,1,1,4,1,1
3,9,1,2,17,1,1,1,1,4,1,5,1,3,1,3
3,9,1,2,20,1,1,1,1,5,1,1,1,3,1,2
3,9,1,1,19,1,1,1,1,4,4,5,1,2,2,99
3,10,1,1,25,2,2,2,1,3,3,4,4,4,2,3
3,10,1,2,17,2,2,2,2,8,8,8,8,4,1,3
3,10,1,2,18,2,2,2,2,9,7,9,6,4,2,99
3,10,1,2,16,2,2,2,2,8,7,8,8,3,1,99
3,10,1,2,18,3,3,3,2,5,6,6,6,4,2,99
3,10,1,1,20,2,2,2,2,3,4,9,9,3,2,3
13,126,1,1,27,2,2,2,1,10,2,5,3,1,2,1
13,126,1,1,27,2,2,2,1,5,2,6,1,2,2,1
13,126,1,1,27,3,3,4,3,6,3,5,2,2,2,1
13,126,1,1,29,4,4,4,3,5,3,4,2,1,2,1
13,126,1,2,16,2,2,2,1,8,3,5,2,1,1,1
13,126,1,1,29,4,4,4,3,8,5,7,3,4,2,3
6,38,1,2,24,1,1,4,1,5,4,5,1,3,2,99
6,40,1,1,19,1,1,1,1,6,1,5,1,4,2,3
6,40,1,1,16,4,5,6,4,6,3,4,7,3,1,1
6,40,1,2,27,6,7,8,6,8,6,7,9,3,2,1
6,38,1,2,22,1,1,3,1,3,1,3,1,3,2,1
6,38,1,1,16,2,3,5,3,4,4,5,10,4,1,3
6,38,1,1,21,1,1,1,1,4,5,7,2,3,1,3
6,38,1,2,19,4,5,8,4,10,8,6,5,2,2,1
6,38,1,1,15,4,4,5,5,10,5,6,5,4,1,99
6,40,1,2,26,2,2,5,1,2,2,5,5,5,2,2
6,40,1,1,21,4,3,4,3,6,2,7,5,3,2,2
6,40,1,1,18,4,4,5,4,5,5,6,5,2,2,1
6,40,1,2,19,1,1,1,1,4,1,1,3,4,2,3
6,40,1,2,22,1,2,2,2,2,2,2,2,4,2,3
6,40,1,1,19,1,1,1,1,1,1,4,1,3,1,3
6,40,1,1,22,1,1,1,1,4,4,3,1,3,2,3
6,40,1,1,25,1,5,6,1,7,6,7,6,3,2,1
6,40,1,1,22,2,2,4,1,5,2,2,2,2,2,1
6,40,1,1,15,4,2,6,3,2,4,4,5,3,1,1
6,40,1,1,22,7,7,7,5,7,6,8,5,4,2,2
6,40,1,1,21,4,5,5,6,4,6,5,2,5,2,3
6,40,1,1,22,3,3,5,2,2,2,3,1,4,2,2
6,40,1,2,22,1,1,3,1,1,1,1,1,3,2,2
6,40,1,1,28,1,1,1,1,7,1,3,1,3,2,1
6,40,1,2,28,1,1,3,1,4,1,3,1,3,2,1
6,40,1,2,22,3,3,5,3,7,5,6,5,4,2,1
6,40,1,2,20,4,4,5,5,7,5,7,5,3,2,1
15,139,2,2,16,3,3,1,2,5,3,2,1,4,1,99
15,139,2,1,28,2,4,1,1,9,3,5,3,4,2,1
15,139,2,2,16,5,5,4,4,5,5,5,5,4,2,99
15,139,2,1,16,1,3,5,4,5,3,10,8,4,1,2
15,139,2,2,18,1,1,1,1,10,1,1,10,3,2,3
15,139,2,2,18,3,3,3,3,3,3,3,3,3,2,99
15,139,2,1,17,5,5,4,4,5,4,5,5,3,2,1
15,139,2,1,15,7,8,7,7,5,8,7,7,2,1,99
15,139,2,2,27,3,2,3,3,2,4,3,3,2,2,1
15,139,2,1,28,2,2,4,2,7,2,5,5,2,2,1
15,139,2,1,17,6,5,5,5,5,6,7,8,4,1,1
4,13,2,1,22,4,4,3,3,7,4,5,8,3,2,1
4,13,2,2,22,1,1,1,1,1,1,1,1,3,2,1
4,13,2,1,22,1,1,1,1,4,1,3,1,4,2,3
4,13,2,2,18,2,4,2,2,5,2,5,2,3,2,1
4,13,2,1,20,8,7,8,5,7,8,7,10,4,2,99
4,13,2,1,29,5,5,5,5,7,7,6,10,4,2,3
15,139,2,1,19,1,5,1,1,1,1,1,1,4,2,99
15,139,2,1,25,1,1,1,1,6,1,1,1,3,2,3
15,139,2,1,19,6,5,7,5,7,6,8,6,4,2,2
15,139,2,2,19,5,5,4,3,6,6,6,7,4,2,1
15,139,2,1,18,4,4,6,4,3,3,3,3,4,2,1
15,139,2,2,15,3,6,8,8,7,7,7,10,4,1,99
15,139,2,1,16,5,6,5,6,3,5,6,3,4,1,3
15,139,2,2,19,5,5,5,5,5,5,6,7,4,2,3
15,139,2,2,16,5,5,6,5,6,6,7,7,5,1,1
15,139,2,2,21,1,2,2,1,7,5,5,1,4,2,1
15,139,2,2,16,3,4,2,2,5,4,4,4,4,1,99
15,139,2,1,16,6,5,5,5,8,6,8,4,4,1,1
15,139,2,2,24,5,5,5,4,5,6,6,4,3,2,2
15,139,2,2,24,1,1,1,1,6,5,5,5,4,2,1
15,139,2,2,29,4,3,2,3,5,3,4,3,4,2,99
15,139,2,1,19,5,7,5,5,7,5,7,5,3,2,3
15,139,2,2,20,1,5,1,1,10,3,4,10,4,2,1
15,139,2,2,22,5,4,5,4,6,4,5,5,3,2,2
15,139,2,2,19,6,5,5,4,5,5,5,4,4,2,2
15,139,2,2,28,3,4,3,1,5,4,4,5,2,2,1
15,139,2,2,15,5,3,4,3,9,8,7,6,4,1,1
7,49,2,2,24,5,6,4,2,4,3,10,7,4,2,1
7,49,2,2,15,4,3,4,4,4,4,3,3,4,1,99
7,49,2,1,17,3,3,3,3,3,3,4,5,4,2,99
7,49,2,2,23,4,5,5,4,5,4,4,4,4,2,1
7,49,2,2,20,3,3,3,3,5,3,5,4,4,1,99
7,49,2,1,22,1,1,1,1,4,1,5,10,4,2,99
7,49,2,2,29,5,5,5,5,5,5,5,5,4,2,1
7,49,2,1,27,3,3,4,3,4,3,5,4,4,2,1
7,49,2,2,16,5,4,5,5,5,5,5,5,4,1,1
3,9,2,2,20,1,5,3,1,1,1,5,8,4,1,1
3,9,2,2,23,2,2,2,2,2,2,2,2,2,2,99
3,9,2,1,22,1,1,1,1,4,1,10,10,4,2,1
3,9,2,2,20,1,3,3,3,7,5,7,9,4,2,3
14,137,2,1,17,5,10,5,3,10,2,9,10,4,1,2
14,137,2,2,25,4,3,5,5,6,5,6,6,4,2,3
14,137,2,1,19,7,9,7,7,9,7,7,8,4,2,2
14,137,2,2,19,1,1,2,1,2,2,1,1,3,2,2
14,137,2,2,23,6,7,5,4,6,6,6,6,4,2,99
14,137,2,1,25,1,1,1,1,4,3,3,1,4,2,99
14,137,2,1,18,1,1,3,2,8,3,3,3,2,1,1
14,137,2,2,28,2,2,3,1,5,4,4,3,4,2,3
14,137,2,1,27,6,2,5,3,10,5,7,7,5,2,3
14,137,2,2,27,5,6,6,5,6,5,6,6,3,2,3
14,137,2,1,25,4,7,6,4,9,5,6,6,2,2,1
14,137,2,1,23,1,1,3,2,8,8,8,6,5,2,1
14,137,2,1,17,7,8,7,8,9,9,7,8,5,1,3
14,137,2,2,28,5,6,6,5,5,5,6,5,5,2,3
14,137,2,1,15,4,5,3,4,6,5,5,6,4,1,3
14,137,2,1,16,2,4,3,2,4,3,7,8,4,1,3
14,137,2,1,15,2,4,3,2,6,5,4,4,3,1,1
14,137,2,1,15,8,7,6,6,6,5,6,6,4,1,2
14,137,2,1,27,2,4,4,2,7,5,5,4,3,2,1
14,137,2,1,17,5,4,5,3,6,2,6,5,4,1,1
14,137,2,1,15,7,6,5,6,4,4,4,4,4,1,99
14,137,2,1,16,5,8,8,6,8,6,8,8,4,1,1
14,137,2,1,17,2,3,3,1,8,2,5,3,5,1,3
14,137,2,1,15,2,2,2,2,8,2,4,5,5,1,1
14,137,2,2,21,7,9,6,5,10,6,9,9,4,2,1
14,137,2,2,18,2,6,5,5,6,5,6,4,4,1,3
14,137,2,2,16,3,5,5,3,5,5,6,4,5,1,1
14,137,2,1,27,1,1,4,1,1,1,2,1,4,2,1
14,137,2,1,21,2,2,2,2,4,3,5,6,4,2,3
14,137,2,2,21,2,3,5,3,7,8,6,6,4,2,1
14,137,2,2,28,1,4,5,1,4,4,7,4,5,2,1
14,137,2,2,17,3,3,3,2,4,4,5,5,4,1,1
14,137,2,2,29,2,2,2,2,8,3,3,1,3,2,1
9,74,2,2,20,4,5,5,4,5,4,5,4,3,2,2
9,74,2,1,29,2,2,2,2,5,1,5,2,4,2,2
9,74,2,1,19,1,1,1,1,4,1,3,1,4,1,3
9,74,2,1,28,1,1,1,1,5,2,4,1,4,2,2
9,74,2,1,16,3,5,5,4,5,3,5,4,4,1,1
9,74,2,1,29,3,5,5,3,5,4,5,3,4,2,1
9,74,2,2,22,1,1,1,2,5,2,4,2,4,2,1
9,74,2,2,23,2,2,2,2,5,2,4,2,4,2,2
9,74,2,1,15,1,1,1,1,5,1,4,1,4,1,3
9,74,2,1,19,4,5,5,4,5,4,5,4,4,2,1
9,74,2,2,27,3,4,4,3,5,4,5,4,4,2,2
9,74,2,2,21,1,2,1,2,4,1,4,2,4,2,2
4,16,2,1,15,5,5,5,5,7,5,7,5,4,1,1
4,16,2,2,21,1,1,1,1,1,1,1,1,3,2,1
4,16,2,2,22,4,4,4,1,10,4,8,4,4,2,1
4,16,2,2,18,2,1,6,2,8,7,9,6,5,2,3
4,16,2,2,26,2,2,2,2,2,2,2,3,2,2,3
4,16,2,2,29,2,2,2,2,2,2,2,2,4,2,3
4,16,2,2,29,5,5,5,5,6,5,6,5,4,2,1
4,16,2,2,21,4,4,4,5,5,4,4,4,5,2,1
13,122,1,2,22,3,5,3,3,5,5,5,1,4,2,99
13,122,1,1,24,1,1,1,1,9,1,5,1,3,2,3
13,122,1,1,15,5,5,5,5,8,5,8,9,3,1,99
13,122,1,2,16,1,1,1,1,10,1,4,1,4,1,99
13,122,1,2,20,1,1,1,1,6,2,5,2,3,2,3
13,122,1,2,27,1,1,1,1,3,1,1,1,4,2,1
13,106,1,2,15,1,5,2,9,10,10,6,4,3,1,1
13,106,1,2,17,5,5,5,5,9,5,5,5,3,1,99
13,106,1,2,18,1,1,1,1,1,1,1,1,4,1,3
13,106,1,2,18,1,1,1,1,5,1,5,1,5,2,2
